node_name,node_type,external_id,external_url,database,match_strategy
condensed tannins,plant_metabolite,CHEBI:27108,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27108,ChEBI,exact
saponins,plant_metabolite,CHEBI:26605,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:26605,ChEBI,exact
polyphenol,plant_metabolite,CHEBI:26195,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:26195,ChEBI,exact
phloroglucinol,plant_metabolite,CHEBI:16204,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16204,ChEBI,exact
H2,plant_metabolite,CHEBI:18276,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18276,ChEBI,exact
13(S)-HOTrE,plant_metabolite,CHEBI:84441,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:84441,ChEBI,exact
9(S)-HOTrE,plant_metabolite,CHEBI:747158,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:747158,ChEBI,exact
sunflower oil,feed_additive,CHEBI:754020,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:754020,ChEBI,exact
phlorofucofuroeckol-A,plant_metabolite,CHEBI:65790,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65790,ChEBI,exact
dieckol,plant_metabolite,CHEBI:65769,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65769,ChEBI,exact
"8,8'-bieckol",plant_metabolite,CHEBI:65769,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65769,ChEBI,exact
canola oil,feed_additive,CHEBI:83630,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:83630,ChEBI,exact
Rumin8 IFA,feed_additive,,,ChEBI,
ASP-Oil 1,feed_additive,,,ChEBI,
ASP-Oil 2,feed_additive,,,ChEBI,
Brominata pellets,feed_additive,,,ChEBI,
dibromomethane,plant_metabolite,CHEBI:47077,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:47077,ChEBI,exact
anethole,plant_metabolite,CHEBI:35616,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:35616,ChEBI,exact
beta-himachalene,plant_metabolite,CHEBI:49210,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:49210,ChEBI,exact
4-ethylphenol,plant_metabolite,CHEBI:49584,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:49584,ChEBI,exact
SeaFeed,feed_additive,,,ChEBI,
Mootral,feed_additive,,,ChEBI,
marine seaweed polysaccharides,feed_additive,CHEBI:5181,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:5181,ChEBI,exact
Linseed oil,feed_additive,CHEBI:53159,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:53159,ChEBI,exact
MgO nanoparticle,feed_additive,,,ChEBI,
MgS nanoparticle,feed_additive,,,ChEBI,
garlic oil,feed_additive,,,ChEBI,
garlic powder,feed_additive,,,ChEBI,
allicin,feed_additive,CHEBI:28411,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28411,ChEBI,exact
yucca schidigera plant extract,feed_additive,,,ChEBI,
essential oil blend,feed_additive,,,ChEBI,
calcareous marine algae rumen buffer,feed_additive,,,ChEBI,
calcareous marine algae rumen buffer with MgO,feed_additive,,,ChEBI,
dibromochloromethane,plant_metabolite,CHEBI:34627,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34627,ChEBI,exact
chitosan,feed_additive,CHEBI:16261,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16261,ChEBI,exact
ivy fruit extract,feed_additive,,,ChEBI,
